State,Crime_Head,Year,Count
Arunachal Pradesh,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0
Arunachal Pradesh,"10 - Dowry Prohibition Act, 1961",2014,0
Arunachal Pradesh,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0
Arunachal Pradesh,12 - Commission of Sati Prevention Act 1987,2014,0
Arunachal Pradesh,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0
Arunachal Pradesh,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0
Arunachal Pradesh,14.1 - Under ITP Section 5,2014,0
Arunachal Pradesh,14.2 - Under ITP Section 6,2014,0
Arunachal Pradesh,14.3 - Under ITP Section 7,2014,0
Arunachal Pradesh,14.4 - Under ITP Section 8,2014,0
Arunachal Pradesh,14.5 - Other Sections under ITP Act,2014,0
Arunachal Pradesh,15 - Total Crimes against Women,2014,351
Assam,1 - Rape (Section 376 IPC),2014,1980
Assam,1.1 - Custodial Rape,2014,0
Assam,1.1.1 - Custodial_Gang Rape,2014,0
Assam,1.1.2 - Custodial_Other Rape,2014,0
Assam,1.2 - Rape other than Custodial,2014,1980
Assam,1.2.1 - Rape_Gang Rape,2014,23
Assam,1.2.2 - Rape_Others,2014,1957
Assam,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,227
Assam,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,3895
Assam,3.1 - Kidnaping & Abduction Section 363 IPC,2014,0
Assam,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,1
Assam,3.3 - Kidnapping for Ransom Section 364A,2014,3
Assam,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,3883
Assam,3.5 - Kidnapping & Abduction of Women-Other,2014,8
Assam,4 - Dowry Deaths (Section 304-B IPC),2014,188
Assam,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,3099
Assam,5.1 - Sexual Harassment,2014,458
Assam,5.2 - Assault on women with intent to Disrobe,2014,399
Assam,5.3 - Voyeurism,2014,0
Assam,5.4 - Stalking,2014,0
Assam,5.5 - Others,2014,2242
Assam,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,1
Assam,6.1 - At Office premises,2014,0
Assam,6.2 - Other places related to work,2014,1
Assam,6.3 - In Public Transport system,2014,0
Assam,6.4 - in Other Places,2014,0
Assam,7 - Cruelty by Husband or his Relatives (Section 498A),2014,9626
Assam,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,1
Assam,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0
Assam,"10 - Dowry Prohibition Act, 1961",2014,92
Assam,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0
Assam,12 - Commission of Sati Prevention Act 1987,2014,0
Assam,"13 - Protection of Women from Domestic Violence Act, 2005",2014,1
Assam,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,29
Assam,14.1 - Under ITP Section 5,2014,6
Assam,14.2 - Under ITP Section 6,2014,1
Assam,14.3 - Under ITP Section 7,2014,2
Assam,14.4 - Under ITP Section 8,2014,0
Assam,14.5 - Other Sections under ITP Act,2014,20
Assam,15 - Total Crimes against Women,2014,19139
Bihar,1 - Rape (Section 376 IPC),2014,1127
Bihar,1.1 - Custodial Rape,2014,0
Bihar,1.1.1 - Custodial_Gang Rape,2014,0
Bihar,1.1.2 - Custodial_Other Rape,2014,0
Bihar,1.2 - Rape other than Custodial,2014,1127
Bihar,1.2.1 - Rape_Gang Rape,2014,24
Bihar,1.2.2 - Rape_Others,2014,1103
Bihar,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,484
Bihar,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,4735
Bihar,3.1 - Kidnaping & Abduction Section 363 IPC,2014,55
Bihar,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,9
Bihar,3.3 - Kidnapping for Ransom Section 364A,2014,2
Bihar,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,4641
Bihar,3.5 - Kidnapping & Abduction of Women-Other,2014,28
Bihar,4 - Dowry Deaths (Section 304-B IPC),2014,1373
Bihar,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,572
Bihar,5.1 - Sexual Harassment,2014,271
Bihar,5.2 - Assault on women with intent to Disrobe,2014,61
Bihar,5.3 - Voyeurism,2014,4
Bihar,5.4 - Stalking,2014,7
Bihar,5.5 - Others,2014,229
Bihar,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,69
Bihar,6.1 - At Office premises,2014,0
Bihar,6.2 - Other places related to work,2014,0
Bihar,6.3 - In Public Transport system,2014,0
Bihar,6.4 - in Other Places,2014,69
Bihar,7 - Cruelty by Husband or his Relatives (Section 498A),2014,4672
Bihar,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,5
Bihar,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0
Bihar,"10 - Dowry Prohibition Act, 1961",2014,2203
Bihar,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0
Bihar,12 - Commission of Sati Prevention Act 1987,2014,0
Bihar,"13 - Protection of Women from Domestic Violence Act, 2005",2014,112
Bihar,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,31
Bihar,14.1 - Under ITP Section 5,2014,29
Bihar,14.2 - Under ITP Section 6,2014,2
Bihar,14.3 - Under ITP Section 7,2014,0
Bihar,14.4 - Under ITP Section 8,2014,0
Bihar,14.5 - Other Sections under ITP Act,2014,0
Bihar,15 - Total Crimes against Women,2014,15383
Chhattisgarh,1 - Rape (Section 376 IPC),2014,1436
Chhattisgarh,1.1 - Custodial Rape,2014,0
Chhattisgarh,1.1.1 - Custodial_Gang Rape,2014,0
Chhattisgarh,1.1.2 - Custodial_Other Rape,2014,0
Chhattisgarh,1.2 - Rape other than Custodial,2014,1436
Chhattisgarh,1.2.1 - Rape_Gang Rape,2014,64
Chhattisgarh,1.2.2 - Rape_Others,2014,1372
Chhattisgarh,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,21
Chhattisgarh,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,1393
Chhattisgarh,3.1 - Kidnaping & Abduction Section 363 IPC,2014,922
Chhattisgarh,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,5
Chhattisgarh,3.3 - Kidnapping for Ransom Section 364A,2014,0
Chhattisgarh,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,263
Chhattisgarh,3.5 - Kidnapping & Abduction of Women-Other,2014,203
Chhattisgarh,4 - Dowry Deaths (Section 304-B IPC),2014,128
Chhattisgarh,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,2122
Chhattisgarh,5.1 - Sexual Harassment,2014,649
Chhattisgarh,5.2 - Assault on women with intent to Disrobe,2014,76
Chhattisgarh,5.3 - Voyeurism,2014,9
Chhattisgarh,5.4 - Stalking,2014,72
Chhattisgarh,5.5 - Others,2014,1316
Chhattisgarh,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,79
Chhattisgarh,6.1 - At Office premises,2014,0
Chhattisgarh,6.2 - Other places related to work,2014,13
Chhattisgarh,6.3 - In Public Transport system,2014,0
Chhattisgarh,6.4 - in Other Places,2014,66
Chhattisgarh,7 - Cruelty by Husband or his Relatives (Section 498A),2014,964
Chhattisgarh,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0
Chhattisgarh,9 - Abetment of Suicides of Women u/s 306 IPC,2014,102
Chhattisgarh,"10 - Dowry Prohibition Act, 1961",2014,8
Chhattisgarh,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0
Chhattisgarh,12 - Commission of Sati Prevention Act 1987,2014,0
Chhattisgarh,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0
Chhattisgarh,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,2
Chhattisgarh,14.1 - Under ITP Section 5,2014,2
Chhattisgarh,14.2 - Under ITP Section 6,2014,0
Chhattisgarh,14.3 - Under ITP Section 7,2014,0
Chhattisgarh,14.4 - Under ITP Section 8,2014,0
Chhattisgarh,14.5 - Other Sections under ITP Act,2014,0
Chhattisgarh,15 - Total Crimes against Women,2014,6255
Goa,1 - Rape (Section 376 IPC),2014,95
Goa,1.1 - Custodial Rape,2014,0
Goa,1.1.1 - Custodial_Gang Rape,2014,0
Goa,1.1.2 - Custodial_Other Rape,2014,0
Goa,1.2 - Rape other than Custodial,2014,95
Goa,1.2.1 - Rape_Gang Rape,2014,2
Goa,1.2.2 - Rape_Others,2014,93
Goa,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,2
Goa,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,86
Goa,3.1 - Kidnaping & Abduction Section 363 IPC,2014,77
Goa,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0
Goa,3.3 - Kidnapping for Ransom Section 364A,2014,0
Goa,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,0
Goa,3.5 - Kidnapping & Abduction of Women-Other,2014,9
Goa,4 - Dowry Deaths (Section 304-B IPC),2014,0
Goa,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,202
Goa,5.1 - Sexual Harassment,2014,50
Goa,5.2 - Assault on women with intent to Disrobe,2014,7
Goa,5.3 - Voyeurism,2014,11
Goa,5.4 - Stalking,2014,25
Goa,5.5 - Others,2014,109
Goa,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,57
Goa,6.1 - At Office premises,2014,1
Goa,6.2 - Other places related to work,2014,1
Goa,6.3 - In Public Transport system,2014,0
Goa,6.4 - in Other Places,2014,55
Goa,7 - Cruelty by Husband or his Relatives (Section 498A),2014,35
Goa,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0
Goa,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0
Goa,"10 - Dowry Prohibition Act, 1961",2014,0
Goa,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0
Goa,12 - Commission of Sati Prevention Act 1987,2014,0
Goa,"13 - Protection of Women from Domestic Violence Act, 2005",2014,2
Goa,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,9
Goa,14.1 - Under ITP Section 5,2014,5
Goa,14.2 - Under ITP Section 6,2014,0
Goa,14.3 - Under ITP Section 7,2014,0
Goa,14.4 - Under ITP Section 8,2014,0
Goa,14.5 - Other Sections under ITP Act,2014,4
Goa,15 - Total Crimes against Women,2014,488
Gujarat,1 - Rape (Section 376 IPC),2014,841
Gujarat,1.1 - Custodial Rape,2014,0
Gujarat,1.1.1 - Custodial_Gang Rape,2014,0
Gujarat,1.1.2 - Custodial_Other Rape,2014,0
Gujarat,1.2 - Rape other than Custodial,2014,841
Gujarat,1.2.1 - Rape_Gang Rape,2014,16
Gujarat,1.2.2 - Rape_Others,2014,825
Gujarat,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,6
Gujarat,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,2187
Gujarat,3.1 - Kidnaping & Abduction Section 363 IPC,2014,617
Gujarat,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0
Gujarat,3.3 - Kidnapping for Ransom Section 364A,2014,2
Gujarat,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,1378
Gujarat,3.5 - Kidnapping & Abduction of Women-Other,2014,190
Gujarat,4 - Dowry Deaths (Section 304-B IPC),2014,23
Gujarat,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,1352
Gujarat,5.1 - Sexual Harassment,2014,405
Gujarat,5.2 - Assault on women with intent to Disrobe,2014,51
Gujarat,5.3 - Voyeurism,2014,7
Gujarat,5.4 - Stalking,2014,62
Gujarat,5.5 - Others,2014,827
Gujarat,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,173
Gujarat,6.1 - At Office premises,2014,1
Gujarat,6.2 - Other places related to work,2014,3
Gujarat,6.3 - In Public Transport system,2014,0
Gujarat,6.4 - in Other Places,2014,169
Gujarat,7 - Cruelty by Husband or his Relatives (Section 498A),2014,5991
Gujarat,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0
Gujarat,9 - Abetment of Suicides of Women u/s 306 IPC,2014,164
Gujarat,"10 - Dowry Prohibition Act, 1961",2014,53
Gujarat,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0
Gujarat,12 - Commission of Sati Prevention Act 1987,2014,0
Gujarat,"13 - Protection of Women from Domestic Violence Act, 2005",2014,2
Gujarat,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,45
Gujarat,14.1 - Under ITP Section 5,2014,18
Gujarat,14.2 - Under ITP Section 6,2014,5
Gujarat,14.3 - Under ITP Section 7,2014,1
Gujarat,14.4 - Under ITP Section 8,2014,3
Gujarat,14.5 - Other Sections under ITP Act,2014,18
Gujarat,15 - Total Crimes against Women,2014,10837
Haryana,1 - Rape (Section 376 IPC),2014,1174
Haryana,1.1 - Custodial Rape,2014,0
Haryana,1.1.1 - Custodial_Gang Rape,2014,0
Haryana,1.1.2 - Custodial_Other Rape,2014,0
Haryana,1.2 - Rape other than Custodial,2014,1174
Haryana,1.2.1 - Rape_Gang Rape,2014,230
Haryana,1.2.2 - Rape_Others,2014,944
Haryana,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,136
Haryana,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,1922
Haryana,3.1 - Kidnaping & Abduction Section 363 IPC,2014,113
Haryana,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,5
Haryana,3.3 - Kidnapping for Ransom Section 364A,2014,1
Haryana,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,886
Haryana,3.5 - Kidnapping & Abduction of Women-Other,2014,917
Haryana,4 - Dowry Deaths (Section 304-B IPC),2014,293
Haryana,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,1688
Haryana,5.1 - Sexual Harassment,2014,599
Haryana,5.2 - Assault on women with intent to Disrobe,2014,229
Haryana,5.3 - Voyeurism,2014,26
Haryana,5.4 - Stalking,2014,284
Haryana,5.5 - Others,2014,550
Haryana,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,102
Haryana,6.1 - At Office premises,2014,1
Haryana,6.2 - Other places related to work,2014,1
Haryana,6.3 - In Public Transport system,2014,2
Haryana,6.4 - in Other Places,2014,98
Haryana,7 - Cruelty by Husband or his Relatives (Section 498A),2014,3478
Haryana,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0
Haryana,9 - Abetment of Suicides of Women u/s 306 IPC,2014,120
Haryana,"10 - Dowry Prohibition Act, 1961",2014,13
Haryana,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,1
Haryana,12 - Commission of Sati Prevention Act 1987,2014,0
Haryana,"13 - Protection of Women from Domestic Violence Act, 2005",2014,4
Haryana,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,43
Haryana,14.1 - Under ITP Section 5,2014,17
Haryana,14.2 - Under ITP Section 6,2014,9
Haryana,14.3 - Under ITP Section 7,2014,1
Haryana,14.4 - Under ITP Section 8,2014,0
Haryana,14.5 - Other Sections under ITP Act,2014,16
Haryana,15 - Total Crimes against Women,2014,8974
Himachal Pradesh,1 - Rape (Section 376 IPC),2014,283
Himachal Pradesh,1.1 - Custodial Rape,2014,0
Himachal Pradesh,1.1.1 - Custodial_Gang Rape,2014,0
Himachal Pradesh,1.1.2 - Custodial_Other Rape,2014,0
Himachal Pradesh,1.2 - Rape other than Custodial,2014,283
Himachal Pradesh,1.2.1 - Rape_Gang Rape,2014,6
Himachal Pradesh,1.2.2 - Rape_Others,2014,277
Himachal Pradesh,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,5
Himachal Pradesh,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,227
Himachal Pradesh,3.1 - Kidnaping & Abduction Section 363 IPC,2014,32
Himachal Pradesh,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,1
Himachal Pradesh,3.3 - Kidnapping for Ransom Section 364A,2014,1
Himachal Pradesh,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,175
Himachal Pradesh,3.5 - Kidnapping & Abduction of Women-Other,2014,18
Himachal Pradesh,4 - Dowry Deaths (Section 304-B IPC),2014,1
Himachal Pradesh,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,538
Himachal Pradesh,5.1 - Sexual Harassment,2014,159
Himachal Pradesh,5.2 - Assault on women with intent to Disrobe,2014,18
Himachal Pradesh,5.3 - Voyeurism,2014,3
Himachal Pradesh,5.4 - Stalking,2014,62
Himachal Pradesh,5.5 - Others,2014,296
Himachal Pradesh,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,60
Himachal Pradesh,6.1 - At Office premises,2014,0
Himachal Pradesh,6.2 - Other places related to work,2014,0
Himachal Pradesh,6.3 - In Public Transport system,2014,0
Himachal Pradesh,6.4 - in Other Places,2014,60
Himachal Pradesh,7 - Cruelty by Husband or his Relatives (Section 498A),2014,325
Himachal Pradesh,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0
Himachal Pradesh,9 - Abetment of Suicides of Women u/s 306 IPC,2014,66
Himachal Pradesh,"10 - Dowry Prohibition Act, 1961",2014,2
Himachal Pradesh,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0
Himachal Pradesh,12 - Commission of Sati Prevention Act 1987,2014,0
Himachal Pradesh,"13 - Protection of Women from Domestic Violence Act, 2005",2014,5
Himachal Pradesh,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,5
Himachal Pradesh,14.1 - Under ITP Section 5,2014,3
Himachal Pradesh,14.2 - Under ITP Section 6,2014,1
Himachal Pradesh,14.3 - Under ITP Section 7,2014,0
Himachal Pradesh,14.4 - Under ITP Section 8,2014,0
Himachal Pradesh,14.5 - Other Sections under ITP Act,2014,1
Himachal Pradesh,15 - Total Crimes against Women,2014,1517
Jammu & Kashmir,1 - Rape (Section 376 IPC),2014,331
Jammu & Kashmir,1.1 - Custodial Rape,2014,0
Jammu & Kashmir,1.1.1 - Custodial_Gang Rape,2014,0
Jammu & Kashmir,1.1.2 - Custodial_Other Rape,2014,0
Jammu & Kashmir,1.2 - Rape other than Custodial,2014,331
Jammu & Kashmir,1.2.1 - Rape_Gang Rape,2014,0
Jammu & Kashmir,1.2.2 - Rape_Others,2014,331
Jammu & Kashmir,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,20
Jammu & Kashmir,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,813
Jammu & Kashmir,3.1 - Kidnaping & Abduction Section 363 IPC,2014,285
Jammu & Kashmir,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,1
Jammu & Kashmir,3.3 - Kidnapping for Ransom Section 364A,2014,0
Jammu & Kashmir,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,236
Jammu & Kashmir,3.5 - Kidnapping & Abduction of Women-Other,2014,291
Jammu & Kashmir,4 - Dowry Deaths (Section 304-B IPC),2014,5
Jammu & Kashmir,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,1421
Jammu & Kashmir,5.1 - Sexual Harassment,2014,242
Jammu & Kashmir,5.2 - Assault on women with intent to Disrobe,2014,123
Jammu & Kashmir,5.3 - Voyeurism,2014,0
Jammu & Kashmir,5.4 - Stalking,2014,1
Jammu & Kashmir,5.5 - Others,2014,1055
Jammu & Kashmir,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,237
Jammu & Kashmir,6.1 - At Office premises,2014,0
Jammu & Kashmir,6.2 - Other places related to work,2014,8
Jammu & Kashmir,6.3 - In Public Transport system,2014,6
Jammu & Kashmir,6.4 - in Other Places,2014,223
Jammu & Kashmir,7 - Cruelty by Husband or his Relatives (Section 498A),2014,467
Jammu & Kashmir,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0
Jammu & Kashmir,9 - Abetment of Suicides of Women u/s 306 IPC,2014,25
